ID	Line	Day	Character	Character Art 1	Character Art 2	Character Art 3	Dialogue Type	Background	Next	Shortened Line 1	Next 2	Shortened Line 2	Music	Sound 1	Sound 2	Sound 3	Sound 4	Ambience	Notes
[D2O-80]	My left leg bends and I stumble from the last few steps. A horrific <b>CRACK</b> resounds and I come tumbling down. 	Day 2		Omar_Shocked			Physical	Apartment_Hallway	[D2O-81]										
[D2O-81]	Come on, come on!	Day 2	Omar	Omar_Angry			Dialogue	Apartment_Hallway	[D2O-82]										
[D2O-82]	I stand and come crashing back down, I whip my head to see it broke off from my knee. The footsteps grow louder.	Day 2		Omar_Angry			Physical	Apartment_Hallway	[D2O-82a]										
[D2O-82a]		Day 2		Omar_Angry			Physical	Apartment_Hallway	[D2C4-1]	Forget the leg!	[D2C4-2]	Put it back on.							
[D2C4-1]	Come on, come on!	Day 2	Omar	Omar_Shocked			Dialogue	Apartment_Hallway	[D2O-83]										
[D2O-83]	I push myself up from the ground in an attempt to hop away with my leg discarded on the step. 	Day 2		Omar_Shocked			Physical	Apartment_Hallway	[D2SG-10]										
[D2SG-10]	Where do you expect to go with just one leg!?	Day 2	Spooky_Grimmother	Omar_Shocked		SG_Annoyed	Dialogue	Apartment_Hallway	[D2O-84]					Sparkle					
[D2O-84]	Spooky Grimmother scoots over my leg with her heel and helps me jam it back into place. My leg gains feeling once again as I jump upright.	Day 2		Omar_Happy		SG_Stern	Physical	Apartment_Hallway	[D2O-89]										
[D2C4-2]	<i>I’ve been putting back on limbs ever since I woke up from death anyway!</i>	Day 2		Omar_Angry			Internal	Apartment_Hallway	[D2O-85]										
[D2O-85]	I haul myself up and grab for my leg discarded on the step and jam it back into place. It does exactly what I expect it to as I feel I am able to move it again.	Day 2		Omar_Angry			Physical	Apartment_Hallway	[D2O-86]										
[D2O-86]	The footsteps grow louder.	Day 2		Omar_Shocked			Physical	Apartment_Hallway	[D2O-87]										
[D2O-87]	Crap, crap, crap!	Day 2	Omar	Omar_Shocked			Physical	Apartment_Hallway	[D2O-88]										
[D2O-88]	I throw myself up and make way for the door.	Day 2		Omar_Shocked			Physical	Apartment_Hallway	[D2O-89]										
[D2O-89]	I slam through the door of the apartment building and greet the fresh night air, delivery car in sight. I’m almost home free.	Day 2		Omar_Happy			Physical	Outside_Apartment	[D2O-90]										
[D2O-90]	I ran away as best as I could. Moving felt like moving through butter instead of the fluidity I’d gotten used to. My joints scream to stay and search for Akilla, but they end up going forward because my brain was more imposing. At least for the moment.	Day 2		Omar_Shocked			Physical	Outside_Apartment	[D2O-91]										
[D2O-91]	Once back in the car, I drive right out of the apartments without even buckling myself up. My vision is blurring, my adrenaline waning, and my body is stiffening and locking up so much it feels like even a twitch from me will break my skin like a fortune cookie. 	Day 2		Omar_Shocked			Physical	Inside_Car	[D2O-92]					Start_Car_Drive_Off					
[D2O-92]	Sp-Spooky… Gri-Grimmother…	Day 2	Omar	Omar_Shocked			Dialogue	Inside_Car	[D2O-93]										
[D2O-93]	She appears, floating beside me in the passenger’s seat. Her smile fades into horror at the sight of me, but plummets into motherly annoyance after the initial shock.	Day 2		Omar_Shocked		SG_Annoyed	Physical	Inside_Car	[D2SG-11]					Sparkle					
[D2SG-11]	You numbskull! I told you! I warned you about what would happen and, of course, you didn’t listen to me! Hold still! I gotta fix everything...	Day 2	Spooky_Grimmother	Omar_Shocked		SG_Annoyed	Dialogue	Inside_Car	[D2O-95]										
[D2O-95]	With a wave of her pipe, a smoke ring swirls about the size of a choker around my neck and loosens up my body just enough for me to move without worry. A temporary solution to my growing problems.	Day 2		Omar_Shocked		SG_Shocked	Physical	Inside_Car	[D2SG-12]										
[D2SG-12]	Great hells, you’re even worse than I thought...	Day 2	Spooky_Grimmother	Omar_Shocked		SG_Shocked	Dialogue	Inside_Car	[D2O-97]										
[D2O-97]	I found out who the killer was. I busted down her door but she wasn’t home. I’m… I’m not sure I’m all the way here.	Day 2	Omar	Omar_Shocked		SG_Shocked	Dialogue	Inside_Car	[D2SG-13]										
[D2SG-13]	Well if that isn’t a stressful situation then I don’t know what is. At least you know who she is, but don’t be so reckless next time. Rigor mortis is not a joke, Omar.	Day 2	Spooky_Grimmother	Omar_Shocked		SG_Stern	Dialogue	Inside_Car	[D2SG-14]										
[D2SG-14]	You’re close to the end, hun. Time is almost up for you, your Rigor Mortis has jumped higher in one day than I’ve ever seen in my existence, but at least you know exactly where the killer is.	Day 2	Spooky_Grimmother	Omar_Sad		SG_Stern	Dialogue	Inside_Car	[D2SG-15]										
[D2SG-15]	Take a breath, honey. Get some sleep.	Day 2	Spooky_Grimmother	Omar_Sad		Iggy_Neutral	Dialogue	Inside_Car	[D2O-98]										
[D2O-98]	Spooky Grimmother catches herself. Even she seems to forget I don’t need sleep anymore.	Day 2		Omar_Sad		SG_Shocked	Physical	Inside_Car	[D2SG-16]										
[D2SG-16]	Just…take some time to relax at least.	Day 2	Spooky_Grimmother	Omar_Sad		SG_Shocked	Dialogue	Inside_Car	[D2O-99]										
[D2O-99]	<i>For a second, I question whether it was a good idea for me to sit here with my thoughts. After everything that's happened a break feels like the last thing I need but, with the ring of smoke around me thickening into a full on cloud and my car quickly turning into a hotbox, I knew it was a good idea.</i>	Day 2		Omar_Confused		Akilla_Annoyed	Internal	Inside_Car	[D2O-100]										
[D2O-100]	<i>For the first time since this waking nightmare had started my eyes got heavy and, after that first yawn, I fell into the best sleep of my life.</i>	Day 2					Internal	Black_screen	[D2SG-17]										
[D2SG-17]	Goodnight, darling Omar.	Day 2	Spooky_Grimmother			SG_Neutral	Dialogue	Black_screen	[D3O-1]										
[D3O-1]	Whoa!	Day 3	Omar	Omar_Shocked			Dialogue	Inside_Car	[D3O-2]										
[D3O-2]	I open my eyes with a start and scan around the car. 	Day 3		Omar_Confused			Physical	Inside_Car	[D3SG-1]										
[D3SG-1]	Happy Halloween Omar.	Day 3	Spooky_Grimmother	Omar_Confused		SG_Annoyed	Dialogue	Inside_Car	[D3SG-2]										
[D3SG-2]	Spooky Grimmother lounges in my passenger seat as she puffs out skull-shaped smoke.	Day 3		Omar_Angry		SG_Annoyed	Physical	Inside_Car	[D3O-3]										
[D3O-3]	W-What time is it!? Why didn’t you wake me up?	Day 3	Omar	Omar_Angry		SG_Stern	Dialogue	Inside_Car	[D3SG-3										
[D3SG-3	You’re <b>dead</b>. What am I going to do? I couldn’t wake you up even if I tried. You’re losing your grip on your body, Omar!	Day 3	Spooky_Grimmother	Omar_Neutral		SG_Stern	Dialogue	Inside_Car	[D3O-4]										
[D3O-4]	I roll my eyes, grab my seatbelt, and check my phone.	Day 3		Omar_Neutral		SG_Neutral	Physical	Inside_Car	[D3O-5]										
[D3O-5]	Holy crap, there’s barely any time left! 	Day 3	Omar	Omar_Shocked		SG_Shocked	Dialogue	Inside_Car	[D3O-6]				Stress_Track						
[D3O-6]	I hit the gas as I make my way back to The Woodsboro Apartments.	Day 3		Omar_Angry		SG_Shocked	Physical	Inside_Car	[D3O-7]				Stress_Track						
[D3O-7]	I’ve got about twelve hours to have a face-to-face with Akilla before my body kicks me out and goes on a zombie-style buffet. I don’t have any time to waste.	Day 3					Physical	Black_screen	[D3O-8]				Stress_Track						
[D3O-8]	I pull up to the dreaded gate, get out of my car, and start kicking my tires.	Day 3					Physical	Outside_Apartment	[D3O-10]				Stress_Track						
[D3O-10]	Stupid, sleep-deprived, rusty hinges havin’, no oil check lookin’, rusty gold chain colored gate! I hate you!	Day 3	Omar	Omar_Angry			Dialogue	Outside_Apartment	[D3O-11]				Stress_Track						
[D3O-11]	I give my tires a few more good kicks before I take a deep breath to calm myself down.	Day 3		Omar_Angry			Physical	Outside_Apartment	[D3O-12]				Stress_Track						
[D3O-12]	Okay, chill Omar. Let’s figure this out. Don’t let a dumb gate stop you.	Day 3	Omar	Omar_Angry			Dialogue	Outside_Apartment	[D3O-12a]				Stress_Track						
[D3O-12a]		Day 3		Omar_Angry			Dialogue	Outside_Apartment	[D3C1-1]	Call Leah	[D3C1-2]	Screw the Gate!	Stress_Track						
[D3C1-1]	My fingers glided over the intercom registry until I reached Leah’s name. One click and buzz later, her voice comes through.	Day 3		Omar_Angry			Physical	Outside_Apartment	[D3LC-1]				Default_Track						
[D3LC-1]	Hello?	Day 3	Leah_Coner	Omar_Neutral			Dialogue	Outside_Apartment	[D3O-13]				Default_Track						
[D3O-13]	Hey Leah, it’s Omar. Could you let me in?	Day 3	Omar	Omar_Neutral			Dialogue	Outside_Apartment	[D3LC-2]				Default_Track						
[D3LC-2]	Well, I was planning to order pizza anyway, but I’m not sure if that’s a good idea. The apartment watch is saying that we shouldn’t be letting in any more pizza delivery guys after what happened last night.	Day 3	Leah_Coner	Omar_Sad			Dialogue	Outside_Apartment	[D3O-14]				Default_Track						
[D3O-14]	I sucked in my teeth and looked away from the intercom.	Day 3		Omar_Sad			Physical	Outside_Apartment	[D3O-15]				Default_Track						
[D3O-15]	You heard about that huh?	Day 3	Omar	Omar_Sad			Dialogue	Outside_Apartment	[D3LC-3]				Default_Track						
[D3LC-3]	Everyone’s heard about it. I figured it might’ve been you, but what made you think it was okay to kick down that lady's door, dude?	Day 3	Leah_Coner	Omar_Neutral			Dialogue	Outside_Apartment	[D3O-16]				Default_Track						
[D3O-16]	It’s a lot for me to get into but basically she took something away from me for getting her order wrong. She demanded I give her a refund AND keep the pizza which I obviously couldn’t do so now I <i>JUST</i> want to talk.	Day 3	Omar	Omar_Angry			Dialogue	Outside_Apartment	[D3O-17]				Default_Track						
[D3O-17]	She’s silent on the other end. I feel my heart drop as I feel as if she could have just left. I move in closer to the intercom, desperation takes over.	Day 3		Omar_Confused			Physical	Outside_Apartment	[D3O-18]				Default_Track						
[D3O-18]	Leah, please. I’ve been going through absolute hell for the last few days. 	Day 3	Omar	Omar_Sad			Dialogue	Outside_Apartment	[D3O-19]				Default_Track						
[D3O-19]	I just wanna put an end to…whatever this is.	Day 3	Omar	Omar_Sad			Dialogue	Outside_Apartment	[D3LC-4]				Default_Track						
[D3LC-4]	…	Day 3	Leah_Coner	Omar_Sad			Dialogue	Outside_Apartment	[D3LC-5]				Default_Track						
[D3LC-5]	…Okay. I know we don’t know each other that well, but just be careful. Alright?	Day 3	Leah_Coner	Omar_Neutral			Dialogue	Outside_Apartment	[D3O-20]				Default_Track						
[D3O-20]	The intercom buzzes against and the gears grind together as they pull the gate apart. I had driven through before it was even fully open.	Day 3		Omar_Neutral			Physical	Outside_Apartment	[D3C1-2]				Default_Track						
[D3C1-2]	I punch the side of my steering wheel in annoyance. I am NOT dealing with this gate right now.	Day 3		Omar_Angry			Physical	Outside_Apartment	[D3C1-2a]				Stress_Track						
[D3C1-2a]		Day 3		Omar_Angry			Physical	Outside_Apartment	[D3C2-1]	Drive through gate	[D3C2-2]	Climb over the gate	Stress_Track						
[D3C2-1]	I tighten my seatbelt, grit my teeth, and slam my foot on the gas. 	Day 3		Omar_Angry			Physical	Outside_Apartment	[D3O-21]				Stress_Track						
[D3O-21]	Many things happen at once. My airbag goes off as shattered glass send a thousand cuts along my clothes and skin. An eye pops out, but I push it back in just as quickly. I've never been more happy to be dead already.	Day 3		Omar_Shocked			Physical	Black_screen	[D3O-22]				Stress_Track	Car_Crashing					
[D3O-22]	I peel away at the bent car door and leave the vehicle.	Day 3		Omar_Angry			Physical	Black_screen	[D3O-25]				Stress_Track						
[D3C2-2]	The clock is ticking. I might as well do what I’ve always done and make the most of it. The car door damn near breaks apart as I slam it and rush up to the gate to scale it.	Day 3					Physical	Black_screen	[D3O-23]				Stress_Track						
[D3O-23]	My legs have a mind of its own as I jump high enough to grab the top of the gate and haul myself over. The leg of my pants gets caught in the spikes at the top but I ignore it. It shreds my pants up but not enough for me to care.	Day 3					Physical	Black_screen	[D3O-24]				Stress_Track						
[D3O-24]	I land on the ground and my knees tense up, I am reminded of Spooky Grimmother’s words, but I give them a wack to snap myself out of it.	Day 3					Physical	Black_screen	[D3O-25]				Stress_Track						
[D3O-25]	I stomp down the hallway and find my way to Akilla’s door. She already seems to have her door back on the hinges.	Day 3					Physical	Apartment_Hallway	[D3O-25a]				Stress_Track						
[D3O-25a]		Day 3					Physical	Apartment_Hallway	[D3C3-1]	Knock Calmly.	[D3C3-2]	Kick it back down!	Stress_Track						
[D3C3-1]	I knock on the door of Akilla’s apartment and tap my foot as I wait.	Day 3		Omar_Angry			Physical	Apartment_Hallway	[D3O-26]				Stress_Track						
[D3O-26]	<b>OPEN UP!</b>	Day 3	Omar	Omar_Angry			Dialogue	Apartment_Hallway	[D3O-27]				Stress_Track						
[D3O-27]	I hear curses from the inside of the apartment. The door swings open, and memories flood back.	Day 3		Omar_Angry			Physical	Apartment_Hallway	[D3AK-1]				Stress_Track						
[D3AK-1]	What the hell do you want?!	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3O-28]				Stress_Track						
[D3O-28]	That shrieking voice was way too familiar.	Day 3		Omar_Angry		Akilla_Annoyed	Internal	Apartment_Hallway	[D3O-29]				Stress_Track						
[D3O-29]	It's you! You did this to me!	Day 3	Omar	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3AK-2]				Stress_Track						
[D3AK-2]	I didn’t <b>DO</b> anything to you? Who even are you?	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3O-30]				Stress_Track						
[D3O-30]	Unbelievable.	Day 3		Omar_Angry		Akilla_Annoyed	Internal	Apartment_Hallway	[D3O-31]				Stress_Track						
[D3O-31]	I’m the guy who delivered your pizza.	Day 3	Omar	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3O-32]				Stress_Track						
[D3O-32]	She stares past me blankly, not even acting like she’s trying to remember.	Day 3		Omar_Neutral		Akilla_Disgusted	Physical	Apartment_Hallway	[D3AK-3]				Stress_Track						
[D3AK-3]	I know every little delivery guy I meet, and none of them looked anything like you. 	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3O-33]				Stress_Track						
[D3O-33]	<b>ARE YOU JOKING?!</b>	Day 3	Omar	Omar_Angry		Akilla_Disgusted	Dialogue	Apartment_Hallway	[D3O-34]				Stress_Track						
[D3O-34]	Three weeks ago you ordered from The 13th Pizza, and you went off on me about a wrong order <b>THAT WAS ALL YOUR FAULT!</b>	Day 3	Omar	Omar_Angry		Akilla_Disgusted	Dialogue	Apartment_Hallway	[D3O-35]				Stress_Track						
[D3O-35]	Everyone knows the actual food doesn’t look like the advertisements! 	Day 3	Omar	Omar_Angry		Akilla_Outraged	Dialogue	Apartment_Hallway	[D3AK-4]				Stress_Track						
[D3AK-4]	That is untrue! I’ve had several orders that looked exactly like they did in the pictures, and I had every right to seek out the refund I rightfully deserved!	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Outraged	Dialogue	Apartment_Hallway	[D3O-36]				Stress_Track						
[D3O-36]	With every word that comes out of her mouth, my body and I grow closer to being on the same page. With every breath she takes my nails dig deeper into my palms until my bones taste air.	Day 3		Omar_Angry		Akilla_Outraged	Physical	Apartment_Hallway	[D3O-37]				Stress_Track						
[D3O-37]	You chased me down two flights of stairs and threw the pizza you ordered at the back of my head!	Day 3	Omar	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3O-38]				Stress_Track						
[D3O-38]	I grab onto a section of the door frame and crush it without even breaking eye contact with her. My teeth grind themselves into fangs and somewhere in the decaying brain matter I have left I feel the urge to do the same thing to her skull, but I try my best to push it down.	Day 3		Omar_Neutral		Akilla_Annoyed	Physical	Apartment_Hallway	[D3O-39]				Stress_Track						
[D3O-39]	The pizza you threw <b>BROKE MY NECK!</b>	Day 3	Omar	Omar_Neutral		Akilla_Disgusted	Dialogue	Apartment_Hallway	[D3O-40]				Stress_Track						
[D3O-40]	You left me to die!	Day 3	Omar	Omar_Sad		Akilla_Disgusted	Dialogue	Apartment_Hallway	[D3AK-5]				Stress_Track						
[D3AK-5]	Oh, don’t be overdramatic. You were still moving a little bit.	Day 3	Akilla_Karrington	Omar_Neutral		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3O-41]				Stress_Track						
[D3O-41]	<b>SO, YOU DO REMEMBER, ME!</b>	Day 3	Omar	Omar_Angry		Akilla_Disgusted	Dialogue	Apartment_Hallway	[D3AK-6]				Stress_Track						
[D3AK-6]	Well, I do now. I couldn’t forget such terrible customer service…	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3AK-7]				Stress_Track						
[D3AK-7]	I tried contacting your manager but that young lady, Iggyanda or whatever, said that they were out. I’ve been a customer for <b>NINETEEN</b> years and I expected better customer service.	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3O-42]				Stress_Track						
[D3O-42]	<i>This woman is insufferable.</i>	Day 3		Omar_Angry		Akilla_Annoyed	Internal	Apartment_Hallway	[D3AK-8]				Stress_Track						
[D3AK-8]	You’re wasting my time. Don’t you have wrong pizzas to deliver?	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Apartment_Hallway	[D3O-43]				Stress_Track						
[D3O-43]	She moves to close her door and my zombified hand stops it. 	Day 3		Omar_Angry		Akilla_Annoyed	Physical	Apartment_Hallway	[D3O-44]				Stress_Track						
[D3O-44]	She jumps back in horror as my congealed blood boils as I stomp into the apartment.	Day 3		Omar_Angry		Akilla_Annoyed	Physical	Akillas_Apartment	[D3AK-9]				Stress_Track						
[D3AK-9]	What the--?!	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3O-45]				Stress_Track						
[D3O-45]	I watch the cogs turn in her head. Her nose crinkles as if she just caught a whiff of the worst odor she’s ever come across in her miserable life.	Day 3		Omar_Angry		Akilla_Annoyed	Physical	Akillas_Apartment	[D3AK-10]				Stress_Track						
[D3AK-10]	H-hey! Oscar, I'm sorry about the whole pizza thing. Let’s not get hasty here!	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3AK-11]				Stress_Track						
[D3AK-11]	Is that what you want to hear? Get over it! Besides, if you really died then how are you even here?!	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3O-66]				Stress_Track						
[D3C3-2]	Special Delivery for Ms. Akilla!	Day 3	Omar	Omar_Angry			Dialogue	Apartment_Hallway	[D3O-46]				Default_Track						
[D3O-46]	I press my ear against the door as quietly as I can. And now I wait. This woman had me running all through these hallways and I’m not going to kick down her door again if she isn’t there.	Day 3					Physical	Apartment_Hallway	[D3O-47]				Default_Track						
[D3O-47]	The tension and anticipation were enough to unravel the sinews I have left. My toes curl into the soles of my shoes as my hands scratch off long strings of wood from the door.	Day 3					Physical	Apartment_Hallway	[D3O-48]				Default_Track						
[D3O-48]	<i> Come on, come on! Just let me know you’re there you pizza throwin’, long neck havin’, turkey headed, lil’ gobble gobble lookin-- </i>	Day 3	Omar	Omar_Angry			Dialogue	Apartment_Hallway	[D3O-49]				Default_Track						
[D3O-49]	And then I hear it. The twisting of the top lock and the slight jiggle of a handle. My foot rises off the ground and smashes into the door before she could open it.	Day 3					Physical	Apartment_Hallway	[D3O-50]				Default_Track						
[D3O-50]	The door mutes her screams as I walk on top of the door and stare down at her. With the door pinning her down, here lies Akilla.	Day 3					Physical	Akillas_Apartment	[D3AK-12]				Stress_Track						
[D3AK-12]	What the hell?! Who are you?! Get off of me now, and get out of my apartment!? I’m calling the pol-	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Outraged	Dialogue	Akillas_Apartment	[D3O-51]				Stress_Track						
[D3O-51]	<b>Shut up!</b>	Day 3	Omar	Omar_Angry		Akilla_Outraged	Dialogue	Akillas_Apartment	[D3AK-13]				Stress_Track						
[D3AK-13]	Shut up?! You can’t talk to-	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Outraged	Dialogue	Akillas_Apartment	[D3O-52]				Stress_Track						
[D3O-52]	I press against the door now trapping Akilla. The familiar guttural gurgling bubbles up as I speak.	Day 3		Omar_Angry		Akilla_Outraged	Physical	Akillas_Apartment	[D3O-53]				Stress_Track						
[D3O-53]	And now, neither can you! Funny, right?!	Day 3	Omar	Omar_Angry		Akilla_Outraged	Dialogue	Akillas_Apartment	[D3O-54]				Stress_Track						
[D3O-54]	Her eyes scanned the room for something she could probably grab or at the least her phone so she could call somebody. It made my congealed blood boil.	Day 3		Omar_Angry		Akilla_Outraged	Physical	Akillas_Apartment	[D3O-55]				Stress_Track						
[D3O-55]	<b>Look at me!</b>	Day 3	Omar	Omar_Angry			Dialogue	Akillas_Apartment	[D3O-56]				Stress_Track						
[D3O-56]	As she does, I can see the cogs turning in her head. There’s the recognition. Finally.	Day 3		Omar_Angry			Physical	Akillas_Apartment	[D3O-57]				Stress_Track						
[D3O-57]	That’s right.	Day 3		Omar_Angry			Internal	Akillas_Apartment	[D3O-58]				Stress_Track						
[D3O-58]	It’s me. You know, the guy you left for dead? Broke my neck with a box of piping hot deep-dish pizza?	Day 3	Omar	Omar_Angry			Dialogue	Akillas_Apartment	[D3O-59]				Stress_Track						
[D3O-59]	The same guy you chased down two flights of stairs while demanding a refund because the pizza didn’t match the advertisements you saw?!	Day 3	Omar	Omar_Angry			Dialogue	Akillas_Apartment	[D3AK-14]				Stress_Track						
[D3AK-14]	<i> Oh.</i>	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Disgusted	Dialogue	Akillas_Apartment	[D3O-60]				Stress_Track						
[D3O-60]	<b> Oh? JUST OH?!</b>	Day 3	Omar	Omar_Angry		Akilla_Disgusted	Dialogue	Akillas_Apartment	[D3O-61]				Stress_Track						
[D3O-61]	She wriggles from underneath the door in an attempt to get away. Drool from my uneven jaw falls on the back of the door. Her nose crinkles as if she just caught a whiff of the worst odor she’s ever come across in her miserable life.	Day 3		Omar_Angry		Akilla_Disgusted	Physical	Akillas_Apartment	[D3O-62]				Stress_Track						
[D3O-62]	She knows something is wrong, something unnatural.	Day 3		Omar_Angry		Akilla_Disgusted	Physical	Akillas_Apartment	[D3O-63]				Stress_Track						
[D3O-63]	Her face twists from disgust to annoyance. Her expression changes as if she tried really hard to look for a memory.	Day 3		Omar_Angry		Akilla_Disgusted	Physical	Akillas_Apartment	[D3AK-15]				Stress_Track						
[D3AK-15]	I’m sorry, Oscar! 	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3O-64]				Stress_Track						
[D3O-64]	She finally gathers up the rest of her strength to finally push the door, and in turn me, off of her.	Day 3		Omar_Angry		Akilla_Annoyed	Physical	Akillas_Apartment	[D3O-65]				Stress_Track						
[D3O-65]	She pants as she scoots away from me, unsure of the sight I am before her.	Day 3		Omar_Angry		Akilla_Annoyed	Physical	Akillas_Apartment	[D3AK-16]				Stress_Track						
[D3AK-16]	Is that what you want to hear? Get over it! Besides, if you really died then how are you even here?!	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3AK-17]				Stress_Track						
[D3AK-17]	Please… Just leave me alone… You’ll never have to see me again and we can just go about living our lives…	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3O-66]				Stress_Track						
[D3O-66]	My body lurches forward as I grab her head and dig my green tinged fingers into the side of her head.	Day 3		Omar_Angry		Akilla_Annoyed	Physical	Akillas_Apartment	[D3O-67]				Stress_Track						
[D3O-67]	The urge that has been bubbling deep inside of me has reaches its tipping point. 	Day 3		Omar_Angry		Akilla_Annoyed	Physical	Akillas_Apartment	[D3O-68]				Stress_Track						
[D3O-68]	You really have the <b>AUDACITY</b>, the <b>GALL</b>, the <b>ABSOLUTE NERVE</b> to ask me to forgive you after <b>YOU DON’T EVEN REMEMBER MY NAME!</b>	Day 3	Omar	Omar_Angry		Akilla_Annoyed	Dialogue	Akillas_Apartment	[D3O-69]				Stress_Track						
[D3O-69]	My own voice causes me to pause. I feel my body trembling in anticipation, anticipation I fear to place.	Day 3		Omar_Angry		Akilla_Annoyed	Internal	Akillas_Apartment	[D3AK-18]				Stress_Track						
[D3AK-18]	LET GO! EVERYTHING IS YOUR FAULT! GET YOUR FILTHY MITTS OFF OF ME!	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Outraged	Dialogue	Akillas_Apartment	[D3O-70]				Stress_Track						
[D3O-70]	Akilla struggles in my grip. My mind feels cloudy. Akilla mutters other words in an attempt to convince me to let go of my vice grip. I tune her out.	Day 3		Omar_Angry		Akilla_Outraged	Physical	Akillas_Apartment	[D3O-71]				Stress_Track						
[D3O-71]	For a wrong order, I was ripped away from everything. No more late night shifts with Iggy, no more slasher special pizza, I’m never going to go catch that movie with Leah.	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3O-72]				Stress_Track						
[D3O-72]	I was just killed and left for dead covered in pizza sauce, and she gets to keep on living, happily, getting her refunds, never tipping.	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3O-73]				Stress_Track						
[D3O-73]	All I get to be is dead.	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3O-74]				Stress_Track						
[D3O-74]	Three weeks, and the only people that cared enough to even care about me were my best friend, a returning customer, and a complete stranger.	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3O-75]				Stress_Track						
[D3O-75]	My eye twitches in its socket as my urge spurs me on again. I feel it from my belly, it wants to overtake me.	Day 3		Omar_Angry		Akilla_Outraged	Physical	Akillas_Apartment	[D3O-76]				Stress_Track						
[D3O-76]	 I haven’t felt pain since I woke, but this…this <b>HURTS.</b>	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3O-77]				Stress_Track						
[D3O-77]	Would she feel pain? How do I get mine to stop?	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3O-78]				Stress_Track						
[D3O-78]	Drool pools down from my face. Akilla’s so loud.	Day 3		Omar_Angry		Akilla_Outraged	Physical	Akillas_Apartment	[D3O-79]				Stress_Track						
[D3O-79]	I could just…	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3O-79a]				Stress_Track						
[D3O-79a]	Since coming back to life, me and my body always felt at odds with each other. But now, with Akilla still talking about how she’s the hero and the victim, something clicks.	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3C4-1]	Make it Stop	[D3C4-2]	Step Back	Stress_Track						
[D3C4-1]	<i>I hunger.</i>	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3O-80]				Stress_Track						
[D3O-80]	<i>I’M HUNGRY. </i>	Day 3		Omar_Angry		Akilla_Outraged	Internal	Akillas_Apartment	[D3AK-19]				Stress_Track						
[D3AK-19]	Y-you fell on purpose. I know you did! You must have done it so you could get out of giving me my refund. I’ve never seen anyone so committed to getting out of their responsibilities, but I hold everyone accountable, buddy!	Day 3	Akilla_Karrington	Omar_Angry		Akilla_Outraged	Dialogue	Akillas_Apartment	[D3O-81]				Stress_Track						
[D3O-81]	No.	Day 3	Omar	Omar_Angry		Akilla_Disgusted	Dialogue	Akillas_Apartment	[D3O-82]				Stress_Track						
[D3O-82]	More!	Day 3	Omar	Omar_Angry		Akilla_Disgusted	Dialogue	Akillas_Apartment	[D3O-83]				Stress_Track						
[D3O-83]	<b> TALKING! </b>	Day 3	Omar			Akilla_Disgusted	Dialogue	Akillas_Apartment	[D3O-84]				Stress_Track						
[D3O-84]	I sink my teeth through the front of her skull.	Day 3					Physical	EatBrains_CG	[D3O-85]				Eat_Brains_Track						
